x,y,objectid,globalid,fireoccurid,cn,revdate,firename,complexname,fireyear,uniqfireid,sofirenum,localfirenum,securityid,discoverydatetime,sizeclass,totalacres,statcause,comments,datasource,fireoutdatetime,owneragency,unitidowner,protectionagency,unitidprotect,latdd83,longdd83,firetypecategory,pointtype,perimexists,firerptqc,dbsourceid,dbsourcedate,accuracy,shape
-106.42777778,39.84611111,231055009,{540C6E70-51FD-4CCC-A1B3-8A6C914E34A3},2B1B9A1B-7828-4688-A14C-4BD7CEE62226,,2023/03/29 11:10:56+00,Elliott Ridge,,2016,2016-COWRF-000679,039,679,0215,2016/10/22 00:00:01+00,A,0.25,Camping, ,24,2017/02/06 11:54:01+00,USFS,COWRF,USFS,COWRF,39.84611,-106.42778,WF,General,N,Yes,0215,2024/09/24 04:01:09+00,24000,
-107.93555556,39.37277778,231055010,{ACE77CF8-1281-4A81-BE3D-4D55669CB134},A2454D64-EBB7-4895-81BC-9782B3D1391E,,2023/03/29 11:10:59+00,Battlement Mesa Reservoir,,2016,2016-COWRF-000452,018,452,0215,2016/08/07 00:00:01+00,A,0.1,Camping, ,24,2016/08/12 11:20:01+00,USFS,COWRF,USFS,COWRF,39.37278,-107.93556,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.72333333,39.11833333,231055011,{D8EA7329-A0D0-4B64-A6F2-7A7FD86A3505},,,2023/03/29 11:10:56+00,Difficult,,1997,1997-COWRF-000 ,013, ,0215,1997/07/26 00:00:01+00,A,0.1,Lightning, ,24,1997/07/28 16:57:01+00,USFS,COWRF,USFS,COWRF,39.11833,-106.72333,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.59,39.65666667,231055012,{67A72390-0E2B-411E-9CDE-6657101645E4},,,2023/03/29 11:10:56+00, ,,1993,1993-COWRF-000 ,022, ,0215,1993/08/23 00:00:01+00,A,0.1,Undetermined, ,24,1993/08/23 23:00:01+00,USFS,COWRF,USFS,COWRF,39.65667,-106.59,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.317310669,40.019286292,231055013,{DFFF8D93-DE89-451C-830C-1F65FD550B3D},558D5D61-AB04-4AC3-8143-2E0EBE7CB506,,2024/03/27 14:21:08+00,Paradise,,2020,2020-COWRF-000504,,504,0215,2020/10/14 13:16:01+00,A,0.1,Camping,,24,2020/11/12 14:30:01+00,USFS,COWRF,USFS,COWRF,40.01929,-107.31731,WF,General,Y,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.51833333,39.58833333,231055014,{B7FC6338-897C-44AC-BD8B-7D1EB63EC7D8},,,2023/03/29 11:10:56+00,B.C.,,1994,1994-COWRF-000 ,039, ,0215,1994/07/29 00:00:01+00,A,0.1,Lightning, ,24,1994/07/29 18:00:01+00,USFS,COWRF,USFS,COWRF,39.58833,-106.51833,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.53638889,39.73638889,231055015,{A2C4BEA0-AD73-4E25-B5D9-9FF176FC79AB},,,2023/03/29 11:10:56+00,Meadow Creek,,2003,2003-COWRF-000 ,037, ,0215,2003/10/20 00:00:01+00,A,0.1,Camping, ,24,2003/10/23 09:03:01+00,USFS,COWRF,USFS,COWRF,39.73639,-106.53639,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.32388889,39.48888889,231055016,{7C6B0F21-8CF6-41AD-81EC-1012DD636DB8},,,2023/03/29 11:10:56+00,Window Rock,,2012,2012-COWRF-000339,033,339,0215,2012/07/05 00:00:01+00,A,0.1,Lightning, ,24,2012/07/23 14:00:01+00,USFS,COWRF,USFS,COWRF,39.48889,-106.32389,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.60833333,39.42666667,231055017,{B6D93320-A147-4D29-A016-1558E4A78CE8},,,2023/03/29 11:10:59+00,Eagle Lake,,1996,1996-COWRF-000 ,013, ,0215,1996/08/12 00:00:01+00,A,0.1,Camping, ,24,1996/08/14 13:00:01+00,USFS,COWRF,USFS,COWRF,39.42667,-106.60833,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.63333333,39.68333333,231055018,{9B09D0B6-3415-4B0A-B476-A2BE8F34E8DE},,,2023/03/29 11:10:56+00, ,,1986,1986-COWRF-000 ,018, ,0215,1986/09/09 00:00:01+00,A,0.1,Lightning, ,24,1986/09/09 19:01:01+00,USFS,COWRF,USFS,COWRF,39.68333,-107.63333,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.00166667,39.625,231055019,{EA8DB0CF-AE16-49BF-9B38-AD8EF9A9E93C},,,2023/03/29 11:10:56+00, ,,1987,1987-COWRF-000 ,033, ,0215,1987/10/10 00:00:01+00,A,0.1,Smoking, ,24,1987/10/10 17:30:01+00,USFS,COWRF,USFS,COWRF,39.625,-106.00167,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.66805556,39.4375,231055020,{CEAD2598-4310-43EF-A3E8-E05136A57F3F},,,2023/03/29 11:10:56+00,Spine,,2010,2010-COWRF-000061,059,061,0215,2010/05/29 00:00:01+00,A,0.1,Camping, ,24,2010/05/29 19:49:01+00,USFS,COWRF,USFS,COWRF,39.4375,-106.66806,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.06666667,39.55333333,231055021,{846E157E-2B9A-4CD9-B255-4FADD7983AF5},,,2023/03/29 11:10:56+00,Rainbow Lake,,2000,2000-COWRF-000 ,024, ,0215,2000/08/15 00:00:01+00,A,0.1,Camping, ,24,2000/08/15 12:30:01+00,USFS,COWRF,USFS,COWRF,39.55333,-106.06667,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-105.92333333,39.62055556,231055022,{44CC058C-6BA6-464B-A2F8-FFCCB02B7A1E},,,2023/03/29 11:10:56+00,Porcupine Gulch,,2012,2012-COWRF-000132,003,132,0215,2012/05/26 00:00:01+00,A,0.25,Undetermined, ,24,2012/05/30 14:45:01+00,USFS,COWRF,USFS,COWRF,39.62056,-105.92333,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-105.92361111,39.61888889,231055023,{4DD5088B-B7D8-4A49-8A9A-44251C4957A0},,,2023/03/29 11:10:56+00,North Fork,,2004,2004-COWRF-000 ,018, ,0215,2004/07/13 00:00:01+00,A,0.1,Camping, ,24,2004/07/13 19:20:01+00,USFS,COWRF,USFS,COWRF,39.61889,-105.92361,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.07444444,39.28138889,231055024,{6456472A-E5CB-4A70-AEAB-DCF7D6E14BE5},,,2023/03/29 11:10:56+00,East Sopris,,2009,2009-COWRF-000614,041,614,0215,2009/10/17 00:00:01+00,A,0.1,Camping, ,24,2009/10/17 20:09:01+00,USFS,COWRF,USFS,COWRF,39.28139,-107.07444,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.68833333,40.07166667,231055025,{8B40D9C4-4938-423C-925F-3F8C6077B357},,,2023/03/29 11:10:56+00, ,,1989,1989-COWRF-000 ,008, ,0215,1989/06/29 00:00:01+00,B,4,Lightning, ,24,1989/07/02 18:00:01+00,USFS,COWRF,USFS,COWRF,40.07167,-107.68833,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.02777778,39.5075,231055026,{B0FC9DDC-326C-4F1E-BCA5-39077B1FD458},,,2023/03/29 11:10:56+00,Gold Run,,2009,2009-COWRF-000113,005,113,0215,2009/06/30 00:00:01+00,A,0.1,Camping, ,24,2009/06/30 17:05:01+00,USFS,COWRF,USFS,COWRF,39.5075,-106.02778,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.25,39.71666667,231055027,{EAA6B047-D2EF-42F4-A2A6-3D6CD6FA9254},,,2023/03/29 11:10:56+00, ,,1992,1992-COWRF-000 ,033, ,0215,1992/09/07 00:00:01+00,A,0.1,Camping, ,24,1992/09/10 18:00:01+00,USFS,COWRF,USFS,COWRF,39.71667,-107.25,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.19777778,39.26555556,231055028,{DD1036DE-263F-43D8-9BBD-441C3EF0F137},,,2023/03/29 11:10:56+00,Bulldog,,2003,2003-COWRF-000 ,017, ,0215,2003/06/17 00:00:01+00,A,0.1,Lightning, ,24,2003/07/16 11:15:01+00,USFS,COWRF,USFS,COWRF,39.26556,-107.19778,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.16888889,39.83055556,231055029,{C5677FE0-4FC9-4E66-B544-9A147E935E5A},,,2023/03/29 11:10:56+00,16 Degrees,,2008,2008-COWRF-000468,017,468,0215,2008/11/04 00:00:01+00,B,0.5,Undetermined,"Changes were made on this report in 2010, due to not filling out all the fields in 2009.",24,2008/11/07 17:00:01+00,USFS,COWRF,USFS,COWRF,39.83056,-106.16889,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.01666667,39.55,231055030,{8A2BCDA2-304F-414A-B245-BFE4CE112D36},,,2023/03/29 11:10:59+00,Fitzpatrick,,2001,2001-COWRF-000 ,028, ,0215,2001/08/19 00:00:01+00,A,0.1,Camping, ,24,2001/08/19 12:16:01+00,USFS,COWRF,USFS,COWRF,39.55,-107.01667,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.68083333,39.50444444,231055031,{CA5A7785-FD79-4E68-9DD4-1720CDA19291},,,2023/03/29 11:10:56+00,Yeoman 126,,2010,2010-COWRF-000309,048,309,0215,2010/08/02 00:00:01+00,A,0.1,Camping, ,24,2010/08/08 19:00:01+00,USFS,COWRF,USFS,COWRF,39.50444,-106.68083,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.66805556,39.37305556,231055032,{98D9826B-694C-4799-9A48-3E05D779DABE},,,2023/03/29 11:10:56+00,Frying Pan,,2008,2008-COWRF-000P2DZ8A,019,P2DZ8A,0215,2008/07/24 00:00:01+00,A,0.1,Lightning,This fire was put in to AMR/monitor status. Changes were made on this report in 2010 because of incomplete fields in the report.,24,2008/11/18 10:00:01+00,USFS,COWRF,USFS,COWRF,39.37306,-106.66806,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.22472222,39.29666667,231055033,{E05D69EB-4E07-418E-ABB9-AC71CEB50708},,,2023/03/29 11:10:56+00,Crystal River,,2006,2006-COWRF-000082,002,082,0215,2006/05/19 00:00:01+00,A,0.1,Lightning, ,24,2006/05/19 20:00:01+00,USFS,COWRF,USFS,COWRF,39.29667,-107.22472,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-105.925,39.50833333,231055034,{8C8C17C2-2578-4DD8-8C46-CC8211F6FB7A},,,2023/03/29 11:10:56+00,Wolverine,,1994,1994-COWRF-000 ,058, ,0215,1994/09/25 00:00:01+00,A,0.1,Debris/Open Burning, ,24,1994/09/27 14:00:01+00,USFS,COWRF,USFS,COWRF,39.50833,-105.925,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.57222222,39.66805556,231055035,{3DA9308B-AEED-4481-A1CB-2AD9D04C65B5},4C0B25D1-09BD-4397-B8C2-797C6986610A,,2023/03/29 11:10:56+00,Main Elk Creek,,2016,2016-COWRF-000620,032,620,0215,2016/09/14 00:00:01+00,A,0.1,Lightning, ,24,2016/09/23 09:00:01+00,USFS,COWRF,USFS,COWRF,39.66806,-107.57222,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.11666667,39.48583333,231055036,{D2D6B1F5-D24C-482F-A93D-BCF39ED079A7},,,2023/03/29 11:10:56+00,Peak 6,,2000,2000-COWRF-000 ,029, ,0215,2000/08/28 00:00:01+00,A,0.1,Lightning, ,24,2000/09/04 13:00:01+00,USFS,COWRF,USFS,COWRF,39.48583,-106.11667,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.62,39.88333333,231055037,{F23EDE54-0943-4ADC-A282-15525539DC4A},,,2023/03/29 11:10:56+00,Burro Mtn,,2000,2000-COWRF-000 ,017, ,0215,2000/08/01 00:00:01+00,B,0.3,Lightning, ,24,2000/08/02 16:00:01+00,USFS,COWRF,USFS,COWRF,39.88333,-107.62,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-105.98305556,39.61388889,231055038,{540B8448-1484-4B16-980E-B613C901FB59},863CCB4B-2A14-4D7E-A4DF-947ED5154298,,2023/03/29 11:10:56+00,Stable,,2017,2017-COWRF-000419,024,419,0215,2017/08/19 13:55:01+00,A,0.1,Camping,,24,2017/08/19 17:00:01+00,USFS,COWRF,USFS,COWRF,39.61389,-105.98306,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-105.89416667,39.60083333,231055039,{F9FA2ACA-F02C-449E-80C0-0D1D9356C4CB},,,2023/03/29 11:10:59+00,Montezuma 1,,2010,2010-COWRF-000327,051,327,0215,2010/08/08 00:00:01+00,A,0.1,Camping, ,24,2010/08/17 11:40:01+00,USFS,COWRF,USFS,COWRF,39.60083,-105.89417,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.61638889,40.13305556,231055040,{F905659B-32E6-4571-9E67-E59E355602F5},,,2023/03/29 11:10:56+00,Milk Creek,,2013,2013-COWRF-000222,028,222,0215,2013/07/04 00:00:01+00,D,112,Lightning,"This fire was managed with contain/confined stratgey. The suppression person were made of Steamboat Vet crew, Grand Junction Vet crew, and White River Fire Module.",24,2013/09/04 13:00:01+00,USFS,COWRF,USFS,COWRF,40.13306,-107.61639,WF,General,Y,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.81972222,39.47527778,231055041,{C6F65159-46C5-4980-9CB9-D443D9C44BF5},,,2023/03/29 11:10:56+00,Campfire1 (Skylar),,2008,2008-COWRF-000143,005,143,0215,2008/06/29 00:00:01+00,A,0.1,Camping,Misc resource type is Eagle Brush 14,24,2008/06/29 13:48:01+00,USFS,COWRF,USFS,COWRF,39.47528,-106.81972,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.045,39.60083333,231055042,{0EB6B06C-0AF9-44FD-BE06-A7A21B5B4457},,,2023/03/29 11:10:59+00,Prospector,,2004,2004-COWRF-000 ,026, ,0215,2004/07/31 00:00:01+00,A,0.1,Camping, ,24,2004/08/01 11:45:01+00,USFS,COWRF,USFS,COWRF,39.60083,-106.045,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-105.97305556,39.61472222,231055043,{D295F0E1-8DAA-4F5B-8A75-B4B928A45FFB},3B57E310-EC53-4158-A833-37DC23115DA1,,2024/03/27 14:21:08+00,Incline,,2018,2018-COWRF-000069,001,069,0215,2018/05/11 15:00:01+00,A,0.1,Camping,,24,2018/05/11 15:15:01+00,USFS,COWRF,USFS,COWRF,39.61472,39.61472,WF,General,Y,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.87138889,39.12222222,231055044,{5F0A42C1-BC56-424C-94AE-37E9774D5790},,,2023/03/29 11:10:56+00,Aspen Highlands,,2006,2006-COWRF-000389,019,389,0215,2006/07/21 00:00:01+00,A,0.1,Lightning, ,24,2006/07/22 15:00:01+00,USFS,COWRF,USFS,COWRF,39.12222,-106.87139,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.55,39.86666667,231055045,{4274C3A1-10DE-4D6E-91BA-9DDFEA6EE5D8},,,2023/03/29 11:10:56+00, ,,1986,1986-COWRF-000 ,014, ,0215,1986/08/12 00:00:01+00,A,0.1,Lightning, ,24,1986/08/20 18:00:01+00,USFS,COWRF,USFS,COWRF,39.86667,-106.55,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.5387638,39.650559434,231055046,{DDB0B20F-D5E9-4DBB-B33D-455D3AB954BA},,,2023/03/29 11:10:56+00, ,,1934,1934-COWRF-000,0,,0215,,D,,Debris/Open Burning,,24,,USFS,COWRF,USFS,COWRF,39.65056,-107.53876,WF,General,N,NA,0215,2024/09/24 04:01:15+00,24000,
-107.40861111,39.33055556,231055047,{8D203950-3473-4039-B9E9-D46F4BED5BE4},,,2023/03/29 11:10:59+00,East Park Creek,,2004,2004-COWRF-000 ,010, ,0215,2004/07/04 00:00:01+00,A,0.1,Lightning, ,24,2004/07/05 14:28:01+00,USFS,COWRF,USFS,COWRF,39.33056,-107.40861,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.15861111,39.59611111,231055048,{7F0BB13E-1761-4336-A833-9E81C01BDE57},6A4A557F-4693-44F8-8831-5EEEC2DD93ED,,2023/03/29 11:10:56+00,Bob,,2015,2015-COWRF-000435,015,435,0215,2015/09/19 00:00:01+00,A,0.1,Camping, ,24,2015/09/25 12:00:01+00,USFS,COWRF,USFS,COWRF,39.59611,-106.15861,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.59166667,39.025,231055049,{AB9E175A-C095-464D-BFFE-445D510C6C20},,,2023/03/29 11:10:56+00, ,,1992,1992-COWRF-000 ,008, ,0215,1992/06/30 00:00:01+00,A,0.1,Other Human Cause, ,24,1992/06/30 14:30:01+00,USFS,COWRF,USFS,COWRF,39.025,-106.59167,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.59611111,39.65666667,231055050,{C3D6868A-C6AA-4C9F-B47E-381DEF59F7FB},,,2023/03/29 11:10:59+00,Berry Creek,,2010,2010-COWRF-000493,079,493,0215,2010/09/20 00:00:01+00,A,0.1,Lightning, ,24,2010/10/09 16:00:01+00,USFS,COWRF,USFS,COWRF,39.65667,-106.59611,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.79027778,39.50611111,231055051,{56566304-A75B-4297-9AE2-4F8631CEBC33},,,2023/03/29 11:10:59+00,Mckenzie Gulch,,2013,2013-COWRF-000477,031,477,0215,2013/09/06 00:00:01+00,A,0.1,Lightning, ,24,2013/09/13 13:00:01+00,USFS,COWRF,USFS,COWRF,39.50611,-106.79028,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.17913289,39.491292996,231055052,{170AFA7B-E576-4942-B488-152D968F2794},,,2023/03/29 11:10:56+00, ,,1959,1959-COWRF-000,0,,0215,,A,,Lightning,,24,,USFS,COWRF,USFS,COWRF,39.49129,-106.17913,WF,General,N,NA,0215,2024/09/24 04:01:15+00,24000,
-106.78805556,39.08277778,231055053,{AAC88C4E-8762-4055-97F8-887B5F7F846E},,,2023/03/29 11:10:56+00,Richmond Ridge,,2014,2014-COWRF-000211,013,211,0215,2014/07/19 00:00:01+00,A,0.1,Lightning, ,24,2014/08/25 13:05:01+00,USFS,COWRF,USFS,COWRF,39.08278,-106.78806,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-106.91,39.10333333,231055054,{4BE0495D-677A-4A08-812B-C5CCCAA75487},,,2023/03/29 11:10:56+00,Lazy,,1996,1996-COWRF-000 ,016, ,0215,1996/08/16 00:00:01+00,A,0.2,Lightning, ,24,1996/08/17 17:00:01+00,USFS,COWRF,USFS,COWRF,39.10333,-106.91,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.56222222,39.75972222,231055055,{2A5831B5-A7EF-435D-A9D8-ECF4772B45F6},,,2023/03/29 11:10:56+00,Meadow Creek,,2010,2010-COWRF-000178,084,178,0215,2010/06/28 00:00:01+00,F,1462,Lightning,"This fire was managed for multiple objectives. It has type 3 team and a NIMO team. The fire went for 127 days with 5 days of smoke that was a noticable/problem. For more information, please see individual fire folder (IA #178).",24,2010/11/01 17:00:01+00,USFS,COWRF,USFS,COWRF,39.75972,-107.56222,WF,General,Y,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.5344,39.852,231055056,{7C79056A-F404-417A-B706-0D944168A7FA},5A6166A7-C14D-45C4-806D-CA6E0119BE23,,2024/03/27 14:21:08+00,Cave Creek,,2022,2022-COWRF-220263,,220263,0215,2022/09/24 14:31:39+00,A,0.25,Lightning,,24,2022/10/19 18:30:01+00,USFS,COWRF,USFS,COWRF,39.86485,-107.5468,WF,Ignition,Y,Yes,0215,2024/09/24 04:01:15+00,24000,
-105.859566508,38.287722158,231055057,{A63B625D-BC3B-4E0F-A40E-CBCC758647F5},,0,2022/06/13 00:00:00+00,GALINA RIDGE,,1996,1996-CORGF- 000021,021,021,0209,1996/07/31 00:00:00+00,B,0.5,Lightning,,46,1996/08/15 00:00:00+00,USFS,CORGF,USFS,CORGF,38.28772,-105.85957,WF,General,N,NA,0209,2024/09/24 04:01:09+00,,
-106.966666666,37.7,231055058,{683AE46D-3C69-4EFA-92CD-7A8628031308},,0,2022/06/13 00:00:00+00,SPAR CITY,,1996,1996-CORGF- 000023,023,023,0209,1996/08/12 00:00:00+00,A,0.2,Undetermined,,46,1996/08/13 00:00:00+00,USFS,CORGF,USFS,CORGF,37.7,-106.96667,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.686666671,37.593333331,231055059,{2936AC1F-A03C-4C2A-AF32-31E5AB923778},,0,2022/06/13 00:00:00+00,SCOUT CAMP,,1996,1996-CORGF- 000025,025,025,0209,1996/08/15 00:00:00+00,B,0.5,Lightning,,46,1996/08/16 00:00:00+00,USFS,CORGF,USFS,CORGF,37.59333,-106.68667,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.468333332,37.453333332,231055060,{A6745262-E990-49EB-AFE9-2285859256EF},,0,2022/06/13 00:00:00+00,BARBEL,,1996,1996-CORGF- 000028,028,028,0209,1996/08/18 00:00:00+00,A,0.1,Lightning,,46,1996/08/20 00:00:00+00,USFS,CORGF,USFS,CORGF,37.45333,-106.46833,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.491418774,37.816459885,231055061,{D1D2073F-1985-4858-AE28-D0F203767934},,0,2022/06/13 00:00:00+00,BURWELL,,1996,1996-CORGF- 000029,029,029,0209,1996/08/21 00:00:00+00,A,0.1,Lightning,,46,1996/08/22 00:00:00+00,USFS,CORGF,USFS,CORGF,37.81646,-106.49142,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.083333333,38.19,231055062,{94EC1E7C-400D-4DD4-A230-800543D871FB},,0,2022/06/13 00:00:00+00,GROVEYARD GULCH,,1997,1997-CORGF- 000001,001,001,0209,1997/05/09 00:00:00+00,A,0.1,Lightning,,46,1997/05/12 00:00:00+00,USFS,CORGF,USFS,CORGF,38.19,-106.08333,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.394166671,37.122499999,231055063,{055AEE58-579A-44AE-98D0-247D54174234},,0,2022/06/13 00:00:00+00,ELK,,2006,2006-CORGF- 000013,013,013,0209,2006/07/18 00:00:00+00,A,0.1,Lightning,,46,2006/07/25 00:00:00+00,USFS,CORGF,USFS,CORGF,37.1225,-106.39417,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.424444443,37.14722222,231055064,{5C444AB8-B882-434B-8F85-D828DF0AAD55},,0,2022/06/13 00:00:00+00,RTR,,2006,2006-CORGF- 000014,014,014,0209,2006/07/18 00:00:00+00,A,0.1,Lightning,,46,2006/07/25 00:00:00+00,USFS,CORGF,USFS,CORGF,37.14722,-106.42444,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.681388886,37.59722222,231055065,{AD6BF42E-DE93-4C6E-B7CD-F7DABBF635E3},,0,2022/06/13 00:00:00+00,FUN VALLEY RANCH,,2006,2006-CORGF- 000019,019,019,0209,2006/08/25 00:00:00+00,A,0.1,Lightning,,46,2006/08/29 00:00:00+00,USFS,CORGF,USFS,CORGF,37.59722,-106.68139,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.722222222,37.733888889,231055066,{66D17D26-F267-4D3C-B965-B3AE3B1ED720},,0,2022/06/13 00:00:00+00,COLLER,,2007,2007-CORGF- 000003,003,003,0209,2007/07/11 00:00:00+00,A,0.1,Lightning,,46,2007/07/12 00:00:00+00,USFS,CORGF,USFS,CORGF,37.73389,-106.72222,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.296111107,37.384166663,231055067,{BD4FC462-7C83-4761-BF97-8F1CCEA17EB3},,0,2022/06/13 00:00:00+00,SHILLING,,2007,2007-CORGF- 000004,004,004,0209,2007/07/15 00:00:00+00,A,0.1,Camping,,46,2007/07/30 00:00:00+00,USFS,CORGF,USFS,CORGF,37.38417,-106.29611,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.416982856,37.766862834,231055068,{BAB1756F-9297-4328-8C15-F8BF7FF57E03},,0,2022/06/13 00:00:00+00, ,,1986,1986-CORGF- 000002,002,002,0209,1986/03/04 00:00:00+00,C,25,Undetermined,,46,1986/03/04 00:00:00+00,USFS,CORGF,USFS,CORGF,37.76686,-106.41698,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.266666667,37.116666666,231055069,{723CAB99-0212-4A03-B26D-39A24AB13842},,0,2022/06/13 00:00:00+00, ,,1986,1986-CORGF- 000004,004,004,0209,1986/05/16 00:00:00+00,B,8,Undetermined,,46,1986/05/19 00:00:00+00,USFS,CORGF,USFS,CORGF,37.11667,-106.26667,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.200581723,37.016678031,231055070,{8DC0A213-1C81-43DB-9B40-3EC4294EABE9},,0,2022/06/13 00:00:00+00, ,,1986,1986-CORGF- 000013,013,013,0209,1986/07/27 00:00:00+00,A,0.1,Camping,,46,1986/07/30 00:00:00+00,USFS,CORGF,USFS,CORGF,37.01668,-106.20058,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.383333334,37.583333333,231055071,{777BFD8D-5382-422A-BDAD-590F4400AAD4},,0,2022/06/13 00:00:00+00, ,,1987,1987-CORGF- 000005,005,005,0209,1987/09/29 00:00:00+00,B,2,Lightning,,46,1987/10/01 00:00:00+00,USFS,CORGF,USFS,CORGF,37.58333,-106.38333,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.507735381,37.811118527,231055072,{D87F0370-5A83-4E1E-AF4E-D30982762400},,0,2022/06/13 00:00:00+00, ,,1975,1975-CORGF- 000016,016,016,0209,1975/10/21 00:00:00+00,A,0.1,Incendiary,,46,1975/10/21 00:00:00+00,USFS,CORGF,USFS,CORGF,37.81112,-106.50774,WF,General,N,NA,0209,2024/09/24 04:01:15+00,,
-106.27166667,39.51138889,231055073,{AAF7A048-E057-48BE-BBE1-34A79DFE299B},,,2023/03/29 11:10:59+00,Hornsilver Mountain,,2013,2013-COWRF-000302,011,302,0215,2013/07/22 00:00:01+00,A,0.1,Undetermined, ,24,2013/07/23 14:30:01+00,USFS,COWRF,USFS,COWRF,39.51139,-106.27167,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-105.97694444,39.58777778,231055074,{B1B0C657-F5F7-4EFE-9292-E8DB27C1CA53},,,2023/03/29 11:10:56+00,Keystone Ranch,,2008,2008-COWRF-000146,006,146,0215,2008/06/29 00:00:01+00,A,0.1,Camping,Mics. Resource type is for 2 Lake Fillon Fire Units and Travis West of Lake Dillon Fire & Rescue.  Misc. FS is Dustin Doane EZ DO detailer,24,2008/06/30 10:50:01+00,USFS,COWRF,USFS,COWRF,39.58778,-105.97694,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
-107.55611111,40.15361111,231055075,{AC05D2CD-4E52-4219-A9CB-6E7E5F786B15},,,2023/03/29 11:10:56+00,Coyote,,2005,2005-COWRF-000439,018,439,0215,2005/09/03 00:00:01+00,A,0.1,Lightning, ,24,2005/09/05 12:09:01+00,USFS,COWRF,USFS,COWRF,40.15361,-107.55611,WF,General,N,Yes,0215,2024/09/24 04:01:15+00,24000,
