x,y,objectid,globalid,fireoccurid,cn,revdate,firename,complexname,fireyear,uniqfireid,sofirenum,localfirenum,securityid,discoverydatetime,sizeclass,totalacres,statcause,comments,datasource,fireoutdatetime,owneragency,unitidowner,protectionagency,unitidprotect,latdd83,longdd83,firetypecategory,pointtype,perimexists,firerptqc,dbsourceid,dbsourcedate,accuracy,shape
-107.44555556,44.71944444,231063562,{D08F342D-0497-4539-9319-33A59B1B8A72},,,2018/03/12 13:03:32+00,Sucker Creek,,1973,,015,,0202,1973/08/24 08:45:00+00,A,0.1,Lightning,,00,1973/08/24 11:00:00+00,USFS,WYBHF,USFS,WYBHF,44.71944,-107.44556,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.405,44.76194444,231063563,{A1B9399F-3963-46E9-A22D-63CF849D4D49},,,2018/03/12 13:03:32+00,Dead Horse Park,,1973,,014,,0202,1973/08/20 15:25:00+00,C,12,Lightning,,00,1973/08/24 18:00:00+00,USFS,WYBHF,USFS,WYBHF,44.76194,-107.405,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.14138889,44.549444439,231063564,{6F2E713F-36E3-4D7D-B2A0-7D25B12AAABE},,,2018/03/12 13:03:32+00,Square Park,,1973,,012,,0202,1973/08/18 16:00:00+00,A,0.1,Camping,,00,1973/08/20 18:00:00+00,USFS,WYBHF,USFS,WYBHF,44.54944,-107.14139,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.312222221,44.07166667,231063565,{481ABB1E-D0DA-4A4F-B509-BD9F050CA6FB},,,2018/03/12 13:03:32+00,Child's Creek,,1973,,005,,0202,1973/07/11 19:01:00+00,B,2,Lightning,,00,1973/07/12 13:00:00+00,USFS,WYBHF,USFS,WYBHF,44.07167,-107.31222,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.94777778,44.32472222,231063566,{FFDC8D48-8E86-4FAF-A3DB-0267E6D6486F},,,2018/03/12 13:03:32+00,Gurney,,1973,,001,,0202,1973/05/26 18:15:00+00,A,0.1,Camping,,00,1973/05/26 22:00:00+00,USFS,WYBHF,USFS,WYBHF,44.32472,-106.94778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.20888889,44.17416667,231063567,{FE22C644-7570-44DC-BC28-6469723BE197},,,2018/03/12 13:03:32+00,Lakeview,,1972,,002,,0202,1972/07/27 13:05:00+00,B,1,Other Human Cause,,00,1972/07/28 14:00:00+00,USFS,WYBHF,USFS,WYBHF,44.17417,-107.20889,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.03388889,44.05722222,231063568,{953B9E1E-4162-4A38-88F1-D3CDAC53F486},,,2018/03/12 13:03:32+00,Grayce,,1972,,001,,0202,1972/07/10 11:00:00+00,A,0.1,Smoking,,00,1972/07/10 17:30:00+00,USFS,WYBHF,USFS,WYBHF,44.05722,-107.03389,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.9075,44.33972222,231063569,{38BB9B33-AE57-4A81-A036-C45F0EBC2441},,,2018/03/12 13:03:32+00,Unknown,,1971,,022,,0202,1971/10/24 14:00:00+00,A,0.1,Equipment,,00,,USFS,WYBHF,USFS,WYBHF,44.33972,-106.9075,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.22888889,44.18916667,231063570,{A1E9A8BD-BB15-413A-900C-52D20A7A28D8},,,2018/03/12 13:03:32+00,Unknown,,1971,,021,,0202,1971/09/09 19:00:00+00,A,0.1,Camping,,00,,USFS,WYBHF,USFS,WYBHF,44.18917,-107.22889,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.232777781,44.14472222,231063571,{0E9B2CE6-0CD3-4826-ADC8-848FF32CC951},,,2018/03/12 13:03:32+00,Unknown,,1971,,019,,0202,1971/08/30 20:15:00+00,B,5,Undetermined,,00,,USFS,WYBHF,USFS,WYBHF,44.14472,-107.23278,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.409444441,44.52055556,231063572,{F9CEA9B8-C414-4CB0-AB70-379DECEC9CB7},,,2018/03/12 13:03:32+00,Unknown,,1971,,017,,0202,1971/08/27 16:00:00+00,A,0.1,Camping,,00,,USFS,WYBHF,USFS,WYBHF,44.52056,-107.40944,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.907500001,44.17416667,231063573,{A2FBC301-5D22-401F-B972-058948B06031},,,2018/03/12 13:03:32+00,Unknown,,1971,,016,,0202,1971/08/26 10:20:00+00,A,0.1,Debris/Open Burning,,00,,USFS,WYBHF,USFS,WYBHF,44.17417,-106.9075,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.62722222,44.587222219,231063574,{64002AC0-2D1B-41E9-ADB9-9F6F5EF2D80C},,,2018/03/12 13:03:32+00,Unknown,,1971,,015,,0202,1971/08/24 18:00:00+00,A,0.1,Smoking,,00,,USFS,WYBHF,USFS,WYBHF,44.58722,-107.62722,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.486111109,44.79027778,231063575,{CFC540C3-F1FF-43BE-AAA9-056486D333E4},,,2018/03/12 13:03:32+00,Unknown,,1971,,014,,0202,1971/08/18 14:30:00+00,A,0.1,Other Human Cause,,00,,USFS,WYBHF,USFS,WYBHF,44.79028,-107.48611,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.34944444,44.29472222,231063576,{64789854-7ACC-45F1-AF8B-44BFF0B0BD52},,,2018/03/12 13:03:32+00,Unknown,,1971,,011,,0202,1971/08/08 16:50:00+00,B,1,Lightning,,00,,USFS,WYBHF,USFS,WYBHF,44.29472,-107.34944,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.445555559,44.69111111,231063577,{58C6B431-1DE4-4883-AC5A-34CC2DC36BC5},,,2018/03/12 13:03:32+00,Unknown,,1971,,009,,0202,1971/07/17 14:15:00+00,A,0.1,Smoking,,00,,USFS,WYBHF,USFS,WYBHF,44.69111,-107.44556,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.15305556,44.15916667,231063578,{9CB3A946-F91F-487A-874C-745D0C974531},,,2018/03/12 13:03:32+00,Unknown,,1971,,008,,0202,1971/07/07 21:11:00+00,A,0.1,Undetermined,,00,,USFS,WYBHF,USFS,WYBHF,44.15917,-107.15306,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.222499999,44.60611111,231063579,{B8F22383-32F3-4E54-A948-CC542D437C49},,,2018/03/12 13:03:32+00,Unknown,,1971,,005,,0202,1971/07/05 00:30:00+00,A,0.1,Other Human Cause,,00,,USFS,WYBHF,USFS,WYBHF,44.60611,-107.2225,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.947777781,44.29472222,231063580,{86415668-8F38-4507-B32E-EC81B3CBB07E},,,2018/03/12 13:03:32+00,Unknown,,1971,,001,,0202,1971/06/18 17:45:00+00,A,0.1,Debris/Open Burning,,00,,USFS,WYBHF,USFS,WYBHF,44.29472,-106.94778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.847222221,44.20416667,231063581,{F6079E43-019C-44B5-B948-03291D797CB6},,,2018/03/12 13:03:32+00,Unknown,,1971,,004,,0202,1971/06/25 14:40:00+00,B,5,Lightning,,00,,USFS,WYBHF,USFS,WYBHF,44.20417,-106.84722,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.18861111,44.20416667,231063582,{2F7E5559-B90A-401F-ACE5-E31171204DA1},,,2018/03/12 13:03:32+00,Unknown,,1971,,003,,0202,1971/06/24 21:40:00+00,A,0.1,Lightning,,00,,USFS,WYBHF,USFS,WYBHF,44.20417,-107.18861,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.18861111,44.20416667,231063583,{9E6E4F95-63DD-49C4-9FC6-08ECD466BE12},,,2018/03/12 13:03:32+00,Unknown,,1971,,002,,0202,1971/06/24 21:05:00+00,A,0.1,Lightning,,00,,USFS,WYBHF,USFS,WYBHF,44.20417,-107.18861,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.8675,44.32472222,231063584,{5466C39A-5B87-42D2-A2F1-C7FDA8909EAF},,,2018/05/02 13:24:01+00,Joann,,1970,,025,,0202,1970/12/03 16:30:00+00,A,0.1,Undetermined,,00,1970/12/04 10:00:00+00,USFS,WYBHF,USFS,WYBHF,44.32472,-106.8675,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.947777781,44.29472222,231063585,{3F6A1622-F85A-42BE-9EFE-2C40E246B9F5},,,2018/05/02 13:24:02+00,Circle Park,,1970,,024,,0202,1970/10/17 14:00:00+00,A,0.1,Debris/Open Burning,,00,1970/10/19 11:00:00+00,USFS,WYBHF,USFS,WYBHF,44.29472,-106.94778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.303611109,44.62027778,231063586,{E45A0674-BA5F-4D60-B626-EEAEE06671AE},,,2018/05/02 13:24:02+00,Twin Lakes,,1970,,023,,0202,1970/09/19 14:00:00+00,C,12,Debris/Open Burning,,00,1970/09/24 11:00:00+00,USFS,WYBHF,USFS,WYBHF,44.62028,-107.30361,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.292500001,44.08638889,231063587,{A30B2E88-45C5-4623-93F3-2EB7DA0C2D8C},,,2018/05/02 13:24:02+00,Monument,,1970,,019,,0202,1970/09/02 18:10:00+00,A,0.1,Lightning,,00,1970/09/03 14:00:00+00,USFS,WYBHF,USFS,WYBHF,44.08639,-107.2925,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.34416667,44.70527778,231063588,{8C8E1F81-E036-4503-8C9E-F7D458C006DB},,,2018/05/02 13:24:02+00,Gloom Creek,,1970,,017,,0202,1970/09/02 01:30:00+00,B,1,Lightning,,00,1970/09/03 12:00:00+00,USFS,WYBHF,USFS,WYBHF,44.70528,-107.34417,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.907499999,44.355,231063589,{31C1F442-1E9F-4626-8A7D-EE404436A59D},,,2018/05/02 13:24:02+00,Soldier Park,,1970,,022,,0202,1970/08/31 15:00:00+00,A,0.1,Camping,,00,1970/08/31 15:02:00+00,USFS,WYBHF,USFS,WYBHF,44.355,-106.9075,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.9075,44.26444444,231063590,{CDEFCB33-6D72-461E-8FFE-9168EC8DF51B},,,2018/05/02 13:24:02+00,Elgin Park,,1970,,013,,0202,1970/08/20 16:15:00+00,A,0.1,Camping,,00,1997/08/20 18:45:00+00,USFS,WYBHF,USFS,WYBHF,44.26444,-106.9075,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.32388889,44.83277778,231063591,{8D9F811C-E425-42D3-89E1-2D7C387FB3F0},,,2018/05/02 13:24:01+00,Crystal Draw,,1970,,010,,0202,1970/08/07 15:00:00+00,A,0.1,Undetermined,,00,1970/08/07 17:45:00+00,USFS,WYBHF,USFS,WYBHF,44.83278,-107.32389,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.947777781,44.29472222,231063592,{87266AF4-FB52-4C10-93E3-BA1B04F1004A},,,2018/05/02 13:24:01+00,Chrysler,,1970,,011,,0202,1970/08/06 16:05:00+00,A,0.1,Equipment,,00,1970/08/06 17:45:00+00,USFS,WYBHF,USFS,WYBHF,44.29472,-106.94778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.59194444,44.88333333,231063593,{0FC4F8FD-7D49-4BAC-B1F2-4C201ADD78F7},,,2018/05/02 13:24:01+00,Bull Elk Park,,1970,,009,,0202,1970/08/03 10:00:00+00,B,1,Lightning,,00,1970/08/03 20:00:00+00,USFS,WYBHF,USFS,WYBHF,44.88333,-107.59194,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.38944444,44.32472222,231063594,{BB44F33D-72C9-4770-9B25-56D9ABDF6A00},,,2018/05/02 13:24:01+00,Cold Springs,,1970,,008,,0202,1970/07/30 14:10:00+00,A,0.1,Lightning,,00,1970/08/01 11:00:00+00,USFS,WYBHF,USFS,WYBHF,44.32472,-107.38944,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.95416667,44.0425,231063595,{4079B69D-538C-4114-94A6-CBE528F0C91E},,,2018/05/02 13:24:01+00,Taylor Creek,,1970,,007,,0202,1970/07/15 17:30:00+00,B,0.4,Lightning,,00,1970/07/17 15:30:00+00,USFS,WYBHF,USFS,WYBHF,44.0425,-106.95417,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.30361111,44.634444441,231063596,{6CC76C03-9B6B-4C7F-9140-4A85D99AAA63},,,2018/05/02 13:24:01+00,Upper Sawmill Lake,,1970,,005,,0202,1970/07/07 11:30:00+00,A,0.1,Lightning,,00,1970/07/07 19:00:00+00,USFS,WYBHF,USFS,WYBHF,44.63444,-107.30361,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.66722222,44.58722222,231063597,{EA15CB02-9DE4-4FC1-B170-FEE9240D0CFB},,,2018/05/02 13:24:01+00,Uno,,1970,,001,,0202,1970/06/07 14:55:00+00,A,0.1,Other Human Cause,,00,1970/06/07 15:05:00+00,USFS,WYBHF,USFS,WYBHF,44.58722,-107.66722,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.97416667,44.07166667,231063598,{E3CB5236-0A0C-4AD1-9F2E-ADC73259AD81},,,2018/03/12 13:03:32+00,Doyle,,1993,,002,,0202,1993/06/27 16:17:00+00,A,0.1,Camping,,00,1993/06/27 16:45:00+00,USFS,WYBHF,USFS,WYBHF,44.07167,-106.97417,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.94777778,44.24944444,231063599,{7315D164-D59D-4D8C-9D08-397DC60D83B3},,,2018/03/12 13:03:32+00,Sourdough 1,,1993,,001,,0202,1993/06/19 19:25:00+00,A,0.1,Camping,,00,1993/06/19 19:46:00+00,USFS,WYBHF,USFS,WYBHF,44.24944,-106.94778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.24888889,44.18916667,231063600,{62D69741-7D18-4263-91CB-18E7174AE3C9},,,2018/03/12 13:03:32+00,Tyrrell,,1992,,048,,0202,1992/09/30 14:30:00+00,A,0.2,Camping,,00,1992/09/30 21:00:00+00,USFS,WYBHF,USFS,WYBHF,44.18917,-107.24889,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.364444441,44.70527778,231063601,{DA0D74A9-791F-49B2-9DD8-F1154C3C138B},,,2018/03/12 13:03:32+00,Hobo,,1992,,047,,0202,1992/09/29 17:30:00+00,A,0.2,Camping,,00,1992/10/02 15:00:00+00,USFS,WYBHF,USFS,WYBHF,44.70528,-107.36444,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.8875,44.32472222,231063602,{3F83FFFA-5353-4270-9C4E-D1C5D3A4A256},,,2018/03/12 13:03:32+00,Highway,,1992,,046,,0202,1992/09/28 16:45:00+00,A,0.1,Smoking,,00,1992/09/28 19:00:00+00,USFS,WYBHF,USFS,WYBHF,44.32472,-106.8875,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.867499999,44.174166669,231063603,{0C9F0A1D-BB69-44FC-A704-425EEDD9C72F},,,2018/03/12 13:03:32+00,Canyon 9,,1992,,043,,0202,1992/08/16 14:30:00+00,A,0.1,Camping,,00,1992/08/16 15:00:00+00,USFS,WYBHF,USFS,WYBHF,44.17417,-106.8675,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.914444439,44.15916667,231063604,{69653F4C-52CC-4C72-87F9-4996DA28282A},,,2018/03/12 13:03:32+00,Crazy Woman 4,,1992,,042,,0202,1992/08/16 12:30:00+00,A,0.1,Camping,,00,1992/08/16 13:00:00+00,USFS,WYBHF,USFS,WYBHF,44.15917,-106.91444,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.947777779,44.26444444,231063605,{E56F3C0C-A853-4237-BD66-F4EEAF5864A3},,,2018/03/12 13:03:32+00,Elgin 1,,1992,,041,,0202,1992/08/15 16:15:00+00,A,0.1,Camping,,00,1992/08/15 17:00:00+00,USFS,WYBHF,USFS,WYBHF,44.26444,-106.94778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.97416667,44.15916667,231063606,{57E156A6-2623-45A4-85E8-876AA13CBFE1},,,2018/03/12 13:03:32+00,Pole Creek 3,,1992,,040,,0202,1992/08/14 14:10:00+00,A,0.1,Camping,,00,1992/08/14 14:45:00+00,USFS,WYBHF,USFS,WYBHF,44.15917,-106.97417,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.48611111,44.84694444,231063607,{9011D539-DAD5-4CD7-ACD0-D01140FC5CAF},,,2018/03/12 13:03:32+00,Broken Leg,,1992,,036,,0202,1992/08/13 12:00:00+00,A,0.1,Camping,,00,1992/08/13 12:30:00+00,USFS,WYBHF,USFS,WYBHF,44.84694,-107.48611,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.967777781,44.354999999,231063608,{2229E4A3-C8C5-44EF-B5A0-901745F9B16E},,,2018/03/12 13:03:32+00,French Creek 1,,1992,,034,,0202,1992/08/10 13:00:00+00,A,0.1,Camping,,00,1992/08/10 13:30:00+00,USFS,WYBHF,USFS,WYBHF,44.355,-106.96778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.8875,44.17416667,231063609,{53F00BCF-3105-4811-BCA5-0C607F2AB5E0},,,2018/03/12 13:03:32+00,Canyon 8,,1992,,033,,0202,1992/08/08 09:45:00+00,A,0.1,Camping,,00,1992/08/08 10:30:00+00,USFS,WYBHF,USFS,WYBHF,44.17417,-106.8875,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.947777781,44.30972222,231063610,{39145016-CCEE-4D4A-84BF-4200C2F75D69},,,2018/03/12 13:03:32+00,Middle Fork 1,,1992,,029,,0202,1992/08/07 20:40:00+00,A,0.1,Camping,,00,1992/08/07 21:15:00+00,USFS,WYBHF,USFS,WYBHF,44.30972,-106.94778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.94777778,44.219166671,231063611,{F3DFDC3B-17C0-497A-918C-E19DEBAAA6AB},,,2018/03/12 13:03:32+00,Pole Creek 2,,1992,,031,,0202,1992/08/07 12:25:00+00,A,0.1,Camping,,00,1992/08/07 14:00:00+00,USFS,WYBHF,USFS,WYBHF,44.21917,-106.94778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.8875,44.17416667,231063612,{6983FA7E-67C5-418F-83A7-F59EBFFA6C4F},,,2018/03/12 13:03:32+00,Canyon 7,,1992,,030,,0202,1992/08/07 10:00:00+00,A,0.1,Camping,,00,1992/08/07 10:30:00+00,USFS,WYBHF,USFS,WYBHF,44.17417,-106.8875,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.92777778,44.27944444,231063613,{81A77ACB-B54B-4B46-BB7C-E7D25FF579FF},,,2018/03/12 13:03:32+00,Tie Hack 5,,1992,,027,,0202,1992/08/03 11:00:00+00,A,0.1,Camping,,00,1992/08/03 11:30:00+00,USFS,WYBHF,USFS,WYBHF,44.27944,-106.92778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.92777778,44.27944444,231063614,{144E06F2-1A77-49FB-9DD4-30C29972E3BE},,,2018/03/12 13:03:32+00,Tie Hack 4,,1992,,024,,0202,1992/08/02 14:30:00+00,A,0.1,Camping,,00,1992/08/02 15:00:00+00,USFS,WYBHF,USFS,WYBHF,44.27944,-106.92778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.344166669,44.84694444,231063615,{701642A9-419F-4FB3-B2A5-C63FC10B7CB7},,,2018/03/12 13:03:32+00,Tongue Canyon,,1992,,022,,0202,1992/08/02 11:00:00+00,C,15,Lightning,,00,1992/08/13 18:00:00+00,USFS,WYBHF,USFS,WYBHF,44.84694,-107.34417,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.94777778,44.24944444,231063616,{BFF99771-293D-4995-8BE6-A08B518F4412},,,2018/03/12 13:03:32+00,Sourdough #1,,1992,,026,,0202,1992/08/01 15:20:00+00,A,0.1,Camping,,00,1992/08/01 16:00:00+00,USFS,WYBHF,USFS,WYBHF,44.24944,-106.94778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.914444439,44.15916667,231063617,{B40660D2-74D0-48DF-A50F-35DF7016E921},,,2018/03/12 13:03:32+00,Crazy Woman 3,,1992,,019,,0202,1992/07/18 14:00:00+00,A,0.1,Camping,,00,1992/07/18 14:30:00+00,USFS,WYBHF,USFS,WYBHF,44.15917,-106.91444,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.98777778,44.27944444,231063618,{B91ECF07-4B24-451B-B62E-8343F306F6A1},,,2018/03/12 13:03:32+00,Circle Park 3,,1992,,014,,0202,1992/07/16 13:25:00+00,A,0.1,Camping,,00,1992/07/16 14:00:00+00,USFS,WYBHF,USFS,WYBHF,44.27944,-106.98778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.530000001,44.543700001,231063619,{7C877782-67F5-4AC9-A965-33D3F670E6CB},ed08f3ec-185b-4859-9dbc-8d1807f61759,,2018/12/20 12:55:48+00,Ranger,<Null>,2018,2018-WYBHF-000519,007,WY-BHF-519,0202,2018/09/04 00:00:00+00,A,0.1,Undetermined, ,00,2018/09/06 00:00:00+00,USFS,WYBHF,USFS,WYBHF,44.5437,-107.53,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.8675,44.18916667,231063620,{816472A1-A601-4730-B90D-C038E1937318},,,2018/03/12 13:03:32+00,Canyon 6,,1990,,016,,0202,1990/07/28 11:30:00+00,A,0.1,Camping,,00,1990/07/28 11:45:00+00,USFS,WYBHF,USFS,WYBHF,44.18917,-106.8675,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.98888889,44.84972222,231063621,{E7C7D7E9-09E8-46CF-94EF-CA5E55E94F1F},,,2018/03/12 13:03:32+00,Railroad Ridge,,1990,,014,,0202,1990/07/17 20:00:00+00,B,1,Lightning,,00,1990/07/20 18:00:00+00,USFS,WYBHF,USFS,WYBHF,44.84972,-107.98889,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.8875,44.17416667,231063622,{77FC163B-4B82-4502-B207-62733178E56D},,,2018/03/12 13:03:32+00,Canyon 4,,1990,,012,,0202,1990/07/15 11:55:00+00,A,0.1,Camping,,00,1990/07/15 12:10:00+00,USFS,WYBHF,USFS,WYBHF,44.17417,-106.8875,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.96777778,44.189166671,231063623,{A2E78E0B-99E5-4E70-967D-9A2F64465654},,,2018/03/12 13:03:32+00,Pole Road 3,,1990,,013,,0202,1990/07/15 09:40:00+00,A,0.1,Camping,,00,1990/07/15 10:00:00+00,USFS,WYBHF,USFS,WYBHF,44.18917,-106.96778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.8875,44.30972222,231063624,{35ADA0C6-E815-48C1-BF72-48F484962457},,,2018/03/12 13:03:32+00,Brush Creek,,1990,,004,,0202,1990/07/11 17:30:00+00,B,1,Lightning,,00,1990/07/15 18:00:00+00,USFS,WYBHF,USFS,WYBHF,44.30972,-106.8875,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.98777778,44.20416667,231063625,{8A5C3556-9E97-4203-A8A0-D171835C8BE7},,,2018/03/12 13:03:32+00,Pole Road 2,,1990,,010,,0202,1990/07/10 17:00:00+00,A,0.1,Camping,,00,1990/07/10 17:15:00+00,USFS,WYBHF,USFS,WYBHF,44.20417,-106.98778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.98777778,44.24944444,231063626,{40851799-58E7-4705-AE87-EAC44CABDA8F},,,2018/03/12 13:03:32+00,Sourdough,,1990,,009,,0202,1990/07/10 16:00:00+00,A,0.1,Camping,,00,1990/07/10 16:15:00+00,USFS,WYBHF,USFS,WYBHF,44.24944,-106.98778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.927777781,44.23444444,231063627,{90697933-7CC1-49FE-9C88-1AC451ADFC02},,,2018/03/12 13:03:32+00,Pole Road,,1990,,006,,0202,1990/07/10 11:00:00+00,A,0.1,Camping,,00,1990/07/10 11:15:00+00,USFS,WYBHF,USFS,WYBHF,44.23444,-106.92778,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.03055556,44.15916667,231063628,{42AB3628-38E6-4163-BE93-8F8FF40C008B},,,2018/03/12 13:03:32+00,Sheep Mountain,,1990,,005,,0202,1990/07/08 13:00:00+00,A,0.1,Camping,,00,1990/07/08 13:15:00+00,USFS,WYBHF,USFS,WYBHF,44.15917,-107.03056,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-106.8875,44.17416667,231063629,{5DECCCBF-2247-447E-9E08-49B1C2DBADFC},,,2018/03/12 13:03:32+00,Canyon,,1990,,007,,0202,1990/07/07 11:00:00+00,A,0.1,Camping,,00,1990/07/07 11:15:00+00,USFS,WYBHF,USFS,WYBHF,44.17417,-106.8875,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.34944444,44.32472222,231063630,{6BE59907-FA5E-405B-B94A-23B23B341752},,,2018/03/12 13:03:32+00,Fiasco,,1989,,011,,0202,1989/09/19 10:00:00+00,A,0.2,Lightning,,00,1989/09/20 20:00:00+00,USFS,WYBHF,USFS,WYBHF,44.32472,-107.34944,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.77277778,44.89666667,231063631,{CED6F17F-48CD-4FC4-B4E7-0DC5A69D1ABD},,,2018/03/12 13:03:32+00,Boyd Ridge,,1989,,008,,0202,1989/07/23 18:00:00+00,A,0.1,Lightning,,00,1989/07/24 14:00:00+00,USFS,WYBHF,USFS,WYBHF,44.89667,-107.77278,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.329166669,44.23444444,231063632,{23E3ACAB-62DA-4DDA-A89C-3E9004333663},,,2018/03/12 13:03:32+00,South Fork,,1989,,007,,0202,1989/07/17 09:00:00+00,A,0.1,Lightning,,00,1989/07/18 18:00:00+00,USFS,WYBHF,USFS,WYBHF,44.23444,-107.32917,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.23277778,44.15916667,231063633,{FBE09359-A425-4028-9A89-BD5BADA900D1},,,2018/03/12 13:03:32+00,North Canyon,,1989,,006,,0202,1989/07/10 21:30:00+00,A,0.1,Lightning,,00,1989/07/11 15:01:00+00,USFS,WYBHF,USFS,WYBHF,44.15917,-107.23278,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.05361111,44.10083333,231063634,{03B78BBA-F93C-44F6-96FF-493CDB017CE0},,,2018/03/12 13:03:32+00,Hazelton,,1989,,002,,0202,1989/07/08 15:00:00+00,B,8,Undetermined,,00,1989/07/30 11:00:00+00,USFS,WYBHF,USFS,WYBHF,44.10083,-107.05361,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.228888891,44.20416667,231063635,{AAA0948F-6E62-44C3-AFF9-D3CB8A2F802D},,,2018/03/12 13:03:32+00,Island Park,,1989,,001,,0202,1989/06/30 14:00:00+00,A,0.1,Camping,,00,1989/07/01 09:00:00+00,USFS,WYBHF,USFS,WYBHF,44.20417,-107.22889,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
-107.07361111,44.15916667,231063636,{A9A943E1-C809-46E6-B070-CDCCB35FECE3},,,2018/03/12 13:03:32+00,Snow Powder,,1988,,027,,0202,1988/12/05 10:00:00+00,A,0.1,Undetermined,,00,1988/12/09 13:00:00+00,USFS,WYBHF,USFS,WYBHF,44.15917,-107.07361,WF,General,N,Yes,0202,2024/09/24 04:01:19+00,,
